0000000,POLSKA,1999,3264607228
0200000,DOLNOŒL¥SKIE,1999,332802045
0400000,KUJAWSKO-POMORSKIE,1999,180977057
0600000,LUBELSKIE,1999,177574160
0800000,LUBUSKIE,1999,128535790
1000000,£ÓDZKIE,1999,144237016
1200000,MA£OPOLSKIE,1999,261294576
1400000,MAZOWIECKIE,1999,367310314
1600000,OPOLSKIE,1999,92951231
1800000,PODKARPACKIE,1999,218955840
2000000,PODLASKIE,1999,113595697
2200000,POMORSKIE,1999,128007386
2400000,ŒL¥SKIE,1999,512884285
2600000,ŒWIÊTOKRZYSKIE,1999,128528670
2800000,WARMIÑSKO-MAZURSKIE,1999,103130944
3000000,WIELKOPOLSKIE,1999,229729246
3200000,ZACHODNIOPOMORSKIE,1999,144092971
0000000,POLSKA,2000,3787133133
0200000,DOLNOŒL¥SKIE,2000,350236602
0400000,KUJAWSKO-POMORSKIE,2000,192597026
0600000,LUBELSKIE,2000,234882079
0800000,LUBUSKIE,2000,148514103
1000000,£ÓDZKIE,2000,167458977
1200000,MA£OPOLSKIE,2000,277753101
1400000,MAZOWIECKIE,2000,406550805
1600000,OPOLSKIE,2000,93794230
1800000,PODKARPACKIE,2000,201019204
2000000,PODLASKIE,2000,122459776
2200000,POMORSKIE,2000,212462966
2400000,ŒL¥SKIE,2000,608868288
2600000,ŒWIÊTOKRZYSKIE,2000,188966995
2800000,WARMIÑSKO-MAZURSKIE,2000,137065237
3000000,WIELKOPOLSKIE,2000,269988733
3200000,ZACHODNIOPOMORSKIE,2000,174515011
0000000,POLSKA,2001,4737055309
0200000,DOLNOŒL¥SKIE,2001,382044343
0400000,KUJAWSKO-POMORSKIE,2001,252214121
0600000,LUBELSKIE,2001,276343246
0800000,LUBUSKIE,2001,172469671
1000000,£ÓDZKIE,2001,228622669
1200000,MA£OPOLSKIE,2001,351978928
1400000,MAZOWIECKIE,2001,578504742
1600000,OPOLSKIE,2001,130175374
1800000,PODKARPACKIE,2001,277097501
2000000,PODLASKIE,2001,162663862
2200000,POMORSKIE,2001,273294162
2400000,ŒL¥SKIE,2001,633400326
2600000,ŒWIÊTOKRZYSKIE,2001,198551724
